id,budget,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,release_date,runtime,status,tagline,title,revenue,collection_name,has_collection,num_genres,all_genres,genre_Drama,genre_Comedy,genre_Thriller,genre_Action,genre_Romance,genre_Crime,genre_Adventure,genre_Horror,genre_Science Fiction,genre_Family,genre_Fantasy,genre_Mystery,genre_Animation,genre_History,genre_Music,num_companies,production_companies_Warner Bros.,production_companies_Universal Pictures,production_companies_Paramount Pictures,production_companies_Twentieth Century Fox Film Corporation,production_companies_Columbia Pictures,production_companies_Metro-Goldwyn-Mayer (MGM),production_companies_New Line Cinema,production_companies_Touchstone Pictures,production_companies_Walt Disney Pictures,production_companies_Columbia Pictures Corporation,production_companies_TriStar Pictures,production_companies_Relativity Media,production_companies_Canal+,production_companies_United Artists,production_companies_Miramax Films,production_companies_Village Roadshow Pictures,production_companies_Regency Enterprises,production_companies_BBC Films,production_companies_Dune Entertainment,production_companies_Working Title Films,production_companies_Fox Searchlight Pictures,production_companies_StudioCanal,production_companies_Lionsgate,production_companies_DreamWorks SKG,production_companies_Fox 2000 Pictures,production_companies_Summit Entertainment,production_companies_Hollywood Pictures,production_companies_Orion Pictures,production_companies_Amblin Entertainment,production_companies_Dimension Films,num_countries,production_country_United States of America,production_country_United Kingdom,production_country_France,production_country_Germany,production_country_Canada,production_country_India,production_country_Italy,production_country_Japan,production_country_Australia,production_country_Russia,production_country_Spain,production_country_China,production_country_Hong Kong,production_country_Ireland,production_country_Belgium,production_country_South Korea,production_country_Mexico,production_country_Sweden,production_country_New Zealand,production_country_Netherlands,production_country_Czech Republic,production_country_Denmark,production_country_Brazil,production_country_Luxembourg,production_country_South Africa,num_languages,language_English,language_Français,language_Español,language_Deutsch,language_Pусский,language_Italiano,language_日本語,language_普通话,language_हिन्दी,language_,language_Português,language_العربية,language_한국어/조선말,language_广州话 / 廣州話,language_தமிழ்,language_Polski,language_Magyar,language_Latin,language_svenska,language_ภาษาไทย,language_Český,language_עִבְרִית,language_ελληνικά,language_Türkçe,language_Dansk,language_Nederlands,language_فارسی,language_Tiếng Việt,language_اردو,language_Română,num_keywords,Keywords_woman director,Keywords_independent film,Keywords_duringcreditsstinger,Keywords_murder,Keywords_based on novel,Keywords_violence,Keywords_sport,Keywords_biography,Keywords_aftercreditsstinger,Keywords_dystopia,Keywords_revenge,Keywords_friendship,Keywords_sex,Keywords_suspense,Keywords_sequel,Keywords_love,Keywords_police,Keywords_teenager,Keywords_nudity,Keywords_female nudity,Keywords_drug,Keywords_prison,Keywords_musical,Keywords_high school,Keywords_los angeles,Keywords_new york,Keywords_family,Keywords_father son relationship,Keywords_kidnapping,Keywords_investigation,num_cast,cast_name_Samuel L. Jackson,cast_name_Robert De Niro,cast_name_Morgan Freeman,cast_name_J.K. Simmons,cast_name_Bruce Willis,cast_name_Liam Neeson,cast_name_Susan Sarandon,cast_name_Bruce McGill,cast_name_John Turturro,cast_name_Forest Whitaker,cast_name_Willem Dafoe,cast_name_Bill Murray,cast_name_Owen Wilson,cast_name_Nicolas Cage,cast_name_Sylvester Stallone,gender_0_cast,gender_1_cast,gender_2_cast,cast_character_,cast_character_Himself,cast_character_Herself,cast_character_Dancer,cast_character_Additional Voices (voice),cast_character_Doctor,cast_character_Reporter,cast_character_Waitress,cast_character_Nurse,cast_character_Bartender,cast_character_Jack,cast_character_Debutante,cast_character_Security Guard,cast_character_Paul,cast_character_Frank,num_crew,crew_name_Avy Kaufman,crew_name_Robert Rodriguez,crew_name_Deborah Aquila,crew_name_James Newton Howard,crew_name_Mary Vernieu,crew_name_Steven Spielberg,crew_name_Luc Besson,crew_name_Jerry Goldsmith,crew_name_Francine Maisler,crew_name_Tricia Wood,crew_name_James Horner,crew_name_Kerry Barden,crew_name_Bob Weinstein,crew_name_Harvey Weinstein,crew_name_Janet Hirshenson,genders_0_crew,genders_1_crew,genders_2_crew,jobs_Producer,jobs_Executive Producer,jobs_Director,jobs_Screenplay,jobs_Editor,jobs_Casting,jobs_Director of Photography,jobs_Original Music Composer,jobs_Art Direction,jobs_Production Design,jobs_Costume Design,jobs_Writer,jobs_Set Decoration,jobs_Makeup Artist,jobs_Sound Re-Recording Mixer,departments_Production,departments_Sound,departments_Art,departments_Crew,departments_Writing,departments_Costume & Make-Up,departments_Camera,departments_Directing,departments_Editing,departments_Visual Effects,departments_Lighting,departments_Actors,log_revenue,log_budget,has_homepage
764,200000000,http://www.worldwarzmovie.com,tt0816711,en,World War Z,"Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.",26.114917000000002,/Ha5t0J21eyiq6Az1EXzx0iwsGH.jpg,6/20/13,116.0,Released,Remember Philly!,World War Z,531865000,World War Z Collection,1,5,Action Drama Horror Science Fiction Thriller,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,18,4,6,1,3,2,1,1,1,0,1,1,0,1,0,0,12,1,3,1,6,1,1,2,2,2,0,0,20.091900257585234,19.11382792951231,1
765,0,,tt0098260,en,Scandal,"An English bon-vivant osteopath is enchanted with a young exotic dancer and invites her to live with him. He serves as friend and mentor, and through his contacts and parties she and her friend meet and date members of the Conservative Party. Eventually a scandal occurs when her affair with the Minister of War goes public, threatening their lifestyles and their freedom.",2.132858,/uGNi563ucNawAjnJ8qjT6iXq8lr.jpg,3/3/89,115.0,Released,The story that seduced the world is now the most controversial film of the year.,Scandal,8800000,0,0,3,Drama History Romance,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,18,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,1,8,2,4,1,0,1,1,0,0,1,1,1,1,0,0,0,7,1,2,1,1,1,0,1,1,0,0,0,15.990262393084793,0.0,0
766,105000000,https://www.facebook.com/PointBreakMovie,tt2058673,en,Point Break,"A young undercover FBI agent infiltrates a gang of thieves who share a common interest in extreme sports. A remake of the 1991 film, ""Point Break"".",7.291872,/4zfbf70df2ySChbsIEjhAC9oXJ1.jpg,12/3/15,114.0,Released,The only law that matters is gravity,Point Break,133718711,0,0,3,Action Crime Thriller,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,4,19,6,0,1,1,3,3,1,0,2,1,1,0,1,4,2,10,18,5,15,4,23,23,4,9,27,6,0,18.711248987402776,18.46947091764561,1
767,40000000,http://www.everybodyloveswhales.com/,tt1430615,en,Big Miracle,"Based on an inspiring true story, a small-town news reporter (Krasinski) and a Greenpeace volunteer (Barrymore) enlist the help of rival superpowers to save three majestic gray whales trapped under the ice of the Arctic Circle. ‚ÄòBig Miracle‚Äô is adapted from the nonfiction book ‚ÄòFreeing the Whales: How the Media Created the World‚Äôs Greatest Non-Event‚Äô by Tom Rose.",6.159379,/zwiJQveWjxsD11QPe2aQBNXbg7j.jpg,2/2/12,107.0,Released,A family of whales trapped beneath the ice. One unforgettable rescue.,Big Miracle,24719215,0,0,3,Adventure Drama Romance,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,28,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,1,2,1,3,0,0,1,0,1,1,0,17.02309147484047,17.50439003707821,1
768,20000000,http://www.areyousuperbad.com/,tt0829482,en,Superbad,"High school best buddies are facing separation anxiety as they prepare to go off to college. While attempting to score alcohol for a party with help from a fake ID-toting friend, the guys' evening takes a turn into chaotic territory.",16.205105,/7RZWtDkf0mgrxvJNFj43YW2Ugi8.jpg,8/17/07,113.0,Released,Come and Get Some!,Superbad,121463226,0,0,1,Comedy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,27,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,2,2,1,0,1,1,1,1,1,1,1,2,1,0,0,6,1,3,0,2,1,1,1,1,0,0,0,18.615122116498355,16.811242881518265,1
769,0,http://www.sonyclassics.com/loveisstrange/,tt2639344,en,Love Is Strange,"After 39 years together, Ben and George finally tie the knot, but George loses his job as a result, and the newlyweds must sell their New York apartment and live apart, relying on friends and family to make ends meet.",6.15698,/nU6Cs1pozL4LqRKSUgBGc7cluwi.jpg,2/7/14,98.0,Released,,Love Is Strange,2262223,0,0,1,Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,4,0,1,0,2,1,1,0,0,1,0,2,0,0,0,5,0,1,0,2,0,1,2,2,0,0,0,14.631858958164685,0.0,1
770,16000000,,tt0098180,en,Red Scorpion,"A Russian KGB agent is sent to Africa to kill an anti-Communist black revolutionary. However, he has a change of heart when he sees how the Russians and their Cuban allies are killing and repressing the locals, so he switches sides and helps the rebels.",2.549325,/vAOaT9nyh1IMrXm0AkWgbbiSqad.jpg,12/24/88,105.0,Released,They think they control him. Think again.,Red Scorpion,4192440,0,0,3,Action History War,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,1,3,1,1,1,0,1,1,0,0,0,0,0,0,0,4,1,0,0,1,0,1,1,1,0,0,0,15.248793699831522,16.588099342704055,0
771,50000000,http://stxmovies.com/freestateofjones/,tt1124037,en,Free State of Jones,"In 1863, Mississippi farmer Newt Knight serves as a medic for the Confederate Army. Opposed to slavery, Knight would rather help the wounded than fight the Union. After his nephew dies in battle, Newt returns home to Jones County to safeguard his family but is soon branded an outlaw deserter. Forced to flee, he finds refuge with a group of runaway slaves hiding out in the swamps. Forging an alliance with the slaves and other farmers, Knight leads a rebellion that would forever change history.",10.223582,/sxutq7sXcaMy8b4OguaWZwWrchM.jpg,6/24/16,139.0,Released,Based on the incredible true story.,Free State of Jones,25035950,0,0,5,Action Drama History Thriller War,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,5,18,3,0,1,0,2,2,1,0,2,1,1,1,1,1,2,7,10,6,7,2,17,6,2,5,7,2,0,17.035823389843156,17.72753358339242,1
772,9000000,http://kaminey.utvnet.com/,tt1274295,hi,Kaminey,"Guddu and Charlie are identical twins born and raised in the slums of Mumbai. They dream of leaving the squalor behind and moving into a life of prosperity and dignity. Though they look alike, the two are as different as chalk and cheese. One lisps, the other stammers. One is an honest, diligent social worker while the other hedges bets at a racecourse. The brothers want nothing to do with each other. But when Charlie gets mixed up in a deadly get-rich-quick scheme and Guddu realizes that the love of his life has unwittingly put a price on his head, their lives begin to collide. They find themselves facing rogue politicians, drug dealers and crooked cops. As they uncover a sinister plot laid out by the 'political-police-underworld' nexus, their stories finally converge to a point when they realize they only have each other.",2.089842,/4wNxjL0vUyplva7BbCnSiJ8DpI5.jpg,8/14/09,135.0,Released,Thif monfoon. Difcover your mean fide.,Kaminey,18130000,0,0,3,Action Crime Drama,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,16.71307863788823,16.012735246411598,1
773,0,,tt0119381,en,Inventing the Abbotts,"In the 1950s, brothers Jacey and Doug Holt, who come from the poorer side of their sleepy Midwestern town, vie for the affections of the wealthy, lovely Abbott sisters. Lady-killer Jacey alternates between Eleanor and Alice, wanting simply to break the hearts of rich young women. But sensitive Doug has a real romance with Pamela, which Jacey and the Abbott patriarch, Lloyd, both frown upon.",5.063701,/6L1SkHZB7jmMwFCrHMgRGJ9WAPG.jpg,4/4/97,110.0,Released,"When you want it all but can't have it, there's only one way to handle life... invent it.",Inventing the Abbotts,5926128,0,0,2,Drama Romance,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,11,3,2,1,1,1,1,1,1,1,1,1,0,1,0,0,7,2,3,3,1,4,3,2,1,0,0,0,15.594881775356612,0.0,0
774,0,,tt0264802,en,Live Nude Girls Unite!,"Documentary look at the 1996-97 effort of the dancers and support staff at a San Francisco peep show, The Lusty Lady, to unionize. Angered by arbitrary and race-based wage policies, customers' surreptitious video cameras, and no paid sick days or holidays, the dancers get help from the Service Employees International local and enter protracted bargaining with the union-busting law firm that management hires. We see the women work, sort out their demands, and go through the difficulties of bargaining. The narrator is Julia Query, a dancer and stand-up comedian who is reluctant to tell her mother, a physician who works with prostitutes, that she strips.",0.0012720000000000001,/ezGkJq8O8ZQbZkW1BJY0iaxDeqi.jpg,10/6/00,75.0,Released,,Live Nude Girls Unite!,48752,0,0,1,Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10.794522012994118,0.0,0
775,0,,tt0798817,en,13,"A naive young man assumes a dead man's identity and finds himself embroiled in an underground world of power, violence, and chance where men gamble behind closed doors on the lives of other men.",14.679860000000001,/8w54aZ5hLX18gqs37MIdBmyIFMN.jpg,3/12/10,97.0,Released,Spin. Aim. Survive.,13,3317662,0,0,2,Drama Thriller,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,4,6,1,11,1,0,2,1,1,0,1,1,1,1,1,0,0,21,6,5,5,1,6,4,2,4,0,1,0,15.014771177365066,0.0,0
776,0,http://www.imax.com/borntobewild/,tt1680059,en,Born to Be Wild,"Born to Be Wild observes various orphaned jungle animals and their day-to-day behavioural interactions with the individuals who rescue them and raise them to adulthood. The film unfurls in two separate geographic spheres. Half of it takes place in the rain forests of Borneo, where celebrated primatologist Dr. Birute Galdikas assists baby orangutans; the other half takes place on the arid savannahs of Kenya, where zoologist Dame Daphne Sheldrick works with baby elephant calves.",2.92387,/qTOFyBJ6aKjsxhP6WQgZ6NTRBIy.jpg,4/8/11,40.0,Released,Born to be loved. Born to be free.,Born to Be Wild,7732325,0,0,1,Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,4,2,0,1,0,0,1,1,1,1,0,0,15.860920280863349,0.0,1
777,130000000,,tt0455824,en,Australia,"Set in northern Australia before World War II, an English aristocrat who inherits a sprawling ranch reluctantly pacts with a stock-man in order to protect her new property from a takeover plot. As the pair drive 2,000 head of cattle over unforgiving landscape, they experience the bombing of Darwin, Australia, by Japanese forces firsthand.",9.566135000000001,/lgnwsUpqmEz40guXX92ACETptpB.jpg,11/18/08,165.0,Released,Welcome to Australia!,Australia,49554002,0,0,1,Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,32,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,5,15,5,0,1,4,2,4,1,1,1,1,1,0,1,2,2,11,8,12,18,5,8,5,2,7,24,1,0,17.718573602560923,18.683045016112164,0
778,150000000,http://www.thegreatwallmovie.com/,tt2034800,en,The Great Wall,European mercenaries searching for black powder become embroiled in the defense of the Great Wall of China against a horde of monstrous creatures.,15.884744,/hm0Z5tpRlSzPO97U5e2Q32Y0Xrb.jpg,12/16/16,103.0,Released,1700 years to build. 5500 miles long. What were they trying to keep out?,The Great Wall,331957105,0,0,3,Action Adventure Fantasy,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,10,22,4,5,1,3,2,2,1,1,4,1,1,0,1,2,0,20,8,12,5,6,12,7,1,5,20,3,0,19.620516319738698,18.826145858727198,1
779,22500000,http://www.focusfeatures.com/nocturnalanimals,tt4550098,en,Nocturnal Animals,"Susan Morrow receives a book manuscript from her ex-husband ‚Äì a man she left 20 years earlier ‚Äì asking for her opinion of his writing. As she reads, she is drawn into the fictional life of Tony Hastings, a mathematics professor whose family vacation turns violent.",18.908782000000002,/9Moizj8qxcZK6DqEE1MTO3pQAEw.jpg,11/4/16,116.0,Released,When you love someone you can't just throw it away,Nocturnal Animals,29252978,0,0,2,Drama Thriller,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,32,16,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,121,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,94,6,21,2,0,1,1,1,1,1,1,1,1,1,0,1,2,4,9,22,14,29,2,13,10,4,5,7,6,0,17.191491972610017,16.929025911619092,1
780,0,http://www.definitelymaybemovie.com/,tt0832266,en,"Definitely, Maybe","When Will decides to tell his daughter the story of how he met her mother, he discovers that a second look at the past might also give him a second chance at the future.",12.553657000000001,/26U9CeCwH63P0n4jrYnhxnlfKWs.jpg,2/8/08,112.0,Released,Three relationships. Three disasters. One last chance.,"Definitely, Maybe",55447968,0,0,2,Comedy Romance,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,15,2,3,1,0,1,2,1,1,1,1,1,1,1,0,2,7,8,3,0,1,3,2,2,2,0,0,0,17.83095564349742,0.0,1
